Customer Name (E&P),Sales (C),Quantity (C),Discount (C),Profit (C)
Dan Lawera,19.65,3,0,9.039
William Brown,152.991,3,0.7,-122.3928
William Brown,10.584,7,0.2,-2.3814
William Brown,94.92,4,0.4,15.82
Trudy Brown,14.76,5,0.6,-11.439
Trudy Brown,3.656,4,0.8,-5.8496
Christy Brittain,146.82,3,0,73.41
Grant Thornton,149.544,9,0.2,50.4711
Grant Thornton,17.14,2,0,4.4564
Grant Thornton,991.764,3,0.4,-347.1174
Dean Katz,30.48,6,0.2,9.906
Dean Katz,23.988,2,0.4,-4.7976
Dean Katz,16.688,7,0.2,5.4236
Theresa Swint,422.058,3,0.3,-18.0882
Theresa Swint,38.088,4,0.7,-27.9312
Theresa Swint,254.352,6,0.2,-50.8704
William Brown,43.31,1,0,4.331
Denny Ordway,84.95,5,0,22.087
Art Ferguson,233.058,3,0.3,-53.2704
Richard Bierner,111.79,7,0,43.5981
Andy Reiter,14.94,3,0,7.0218
Dan Reichenbach,14.16,2,0.2,5.133
Ben Ferrer,22.608,3,0.6,-10.1736
Larry Blacks,21.48,6,0,10.74
Dianna Vittorini,501.81,3,0,0
Dianna Vittorini,161.94,3,0,9.7164
Neil Knudson,17.856,4,0.2,2.0088
Carlos Soltero,8.808,3,0.8,-14.9736
Logan Haushalter,79.384,1,0.2,29.769
Dianna Wilson,34.58,1,0,10.0282
Karen Ferguson,314.55,3,0,150.984
Helen Andreada,191.976,3,0.2,23.997
Helen Andreada,8.288,2,0.2,3.0044
Helen Andreada,139.92,5,0.6,-150.414
Helen Andreada,15.872,1,0.2,1.1904
Helen Andreada,6.286,7,0.8,-11.0005
John Huston,14.016,3,0.2,1.752
John Huston,71.976,3,0.2,-8.997
John Huston,107.982,3,0.4,-26.9955
Linda Cazamias,305.312,2,0.3,-8.7232
Ivan Liston,19.752,3,0.2,6.9132
Lindsay Shagiari,9.264,3,0.8,-13.896
Corey Catlett,61.792,4,0.2,6.1792
Patrick Bzostek,45.68,2,0,21.0128
Patrick Bzostek,60.12,9,0,28.8576
Patrick Bzostek,41.72,5,0.2,13.0375
Patrick Bzostek,71.6,8,0,32.936
Caroline Jumper,85.232,7,0.2,30.8966
Caroline Jumper,44.4,3,0,22.2
Caroline Jumper,442.764,4,0.1,59.0352
Caroline Jumper,3999.95,5,0,1159.9855
Caroline Jumper,199.95,5,0,21.9945
Caroline Jumper,63.68,8,0,28.0192
Heather Kirkland,54.896,2,0.2,18.5274
Rob Haberlin,29,2,0,7.25
Ivan Liston,70.08,6,0,35.04
Ivan Liston,121.3,2,0,25.473
Ivan Liston,1454.49,9,0,378.1674
Alan Shonely,60.81,3,0,17.0268
Arthur Prichep,153.552,3,0.2,51.8238
Arthur Prichep,65.34,3,0,22.869
Arthur Prichep,123.92,4,0,55.764
Arthur Prichep,35.1,3,0,12.285
Arthur Prichep,44.75,5,0,8.5025
Allen Goldenen,4.704,2,0.2,0.4116
Bart Folk,14.67,3,0,3.9609
Chloris Kastensmidt,15.552,3,0.2,5.4432
Chloris Kastensmidt,5.232,1,0.2,1.7004
Liz Thompson,22.2,6,0,9.102
Liz Thompson,881.93,7,0,229.3018
Beth Thompson,6.096,2,0.2,2.1336
Beth Thompson,191.82,3,0,74.8098
Steven Cartwright,20.104,1,0.2,1.7591
Catherine Glotzbach,67.56,3,0.2,8.445
Arthur Wiediger,29.932,7,0.8,-46.3946
Arthur Wiediger,38.272,4,0.2,3.8272
Roger Barcio,16.52,4,0,7.5992
Maris LaWare,832.93,7,0,233.2204
Maris LaWare,43.8,10,0,21.024
Victoria Brennan,167.292,6,0.1,29.7408
Scott Williamson,27.42,1,0,11.2422
Neola Schneider,1.44,1,0.2,0.504
Neola Schneider,61.776,13,0.2,20.8494
Neola Schneider,241.96,2,0,60.49
Neola Schneider,108.608,4,0.2,9.5032
Dorothy Badders,2.816,2,0.2,0.9856
Matt Hagelstein,9.984,4,0.2,3.6192
Matt Hagelstein,14.98,1,0,4.1944
Matt Hagelstein,1145.6,4,0.2,100.24
Dennis Kane,485.94,2,0.4,-89.089
Dennis Kane,37.376,8,0.2,4.672
Dennis Kane,70.686,1,0.3,-24.2352
Erin Ashbrook,54.816,3,0.2,17.8152
Bobby Trafton,72.294,1,0.7,-98.8018
Laura Armstrong,2.896,2,0.2,0.4706
Laura Armstrong,124.792,1,0.2,15.599
Greg Matthias,330.588,1,0.4,-115.7058
Alex Avila,673.568,2,0.2,252.588
Alex Avila,52.98,2,0,14.8344
Denny Blanton,526.45,5,0,31.587
John Huston,228.92,5,0.2,14.3075
Doug Jacobs,319.968,4,0.2,35.9964
Quincy Jones,205.03,7,0,67.6599
Carol Triggs,190.86,2,0,11.4516
Carol Triggs,24.32,8,0,8.2688
Rick Huthwaite,44.4,5,0,12.432
Sanjit Jacobs,44.4,2,0.6,-52.17
Toby Gnade,1016.792,1,0.2,381.297
Toby Gnade,38.136,7,0.2,13.3476
Carol Triggs,494.982,3,0.4,-115.4958
Barry Franz,56.56,2,0,15.2712
Barry Franz,5.56,2,0,1.4456
Barry Franz,9.02,2,0,3.5178
Barry Franz,8.62,1,0,2.2412
Barry Franz,659.976,3,0.2,49.4982
Justin MacKendrick,13.36,2,0,6.4128
Justin MacKendrick,41.72,5,0.2,13.0375
Justin MacKendrick,11.52,5,0.2,4.176
Justin MacKendrick,541.44,6,0,157.0176
Justin MacKendrick,19.44,3,0,9.3312
Julie Kriz,143.7,3,0,68.976
Henry Goldwyn,43.26,3,0,14.2758
Henry Goldwyn,43.56,2,0,15.246
Laura Armstrong,437.85,3,0,131.355
Laura Armstrong,109.48,2,0,33.9388
Troy Staebel,1212.96,7,0.2,90.972
Troy Staebel,18.54,2,0,8.7138
Maria Zettner,5,1,0,2.4
Maria Zettner,371.97,3,0,66.9546
Mitch Webber,166.24,1,0,24.936
Mark Van Huff,359.97,3,0,79.1934
Allen Armold,499.98,2,0,114.9954
Allen Armold,5.28,1,0,2.376
Allen Armold,8.26,2,0,3.8822
Sean Miller,7.968,2,0.2,2.6892
Tom Prescott,12.96,2,0,6.3504
Dean Katz,6.48,1,0,3.1104
Dean Katz,6.984,1,0.2,2.3571
Michael Kennedy,47.96,5,0.2,4.1965
Chad Sievert,199.74,6,0,47.9376
John Lucas,435.26,7,0,95.7572
John Lucas,1119.984,2,0.2,377.9946
Allen Rosenblatt,143.432,1,0.2,3.5858
Allen Rosenblatt,122.352,3,0.2,13.7646
Liz MacKendrick,306.2,5,0,0
Liz MacKendrick,85.98,1,0,22.3548
Liz MacKendrick,223.96,4,0,53.7504
Jim Karlsson,97.568,2,0.2,-6.098
Jim Karlsson,614.272,8,0.2,-23.0352
Jim Karlsson,199.98,2,0,37.9962
Filia McAdams,48.16,7,0,22.1536
Sarah Foster,23.92,2,0,6.6976
Sarah Foster,60.69,7,0,16.3863
Patrick Jones,14.352,3,0.2,5.2026
Christine Sundaresam,35.04,2,0,12.264
Barry Blumstein,17.48,5,0.2,1.311
Ben Wallace,16.4,5,0,4.756
Ricardo Sperren,892.98,2,0,80.3682
Theresa Swint,287.97,3,0,77.7519
Theresa Swint,595.38,6,0,297.69
Theresa Swint,12.96,2,0,6.2208
Quincy Jones,4.95,1,0,1.3365
Filia McAdams,181.95,3,0,38.2095
Valerie Dominguez,13.52,4,0,6.2192
Valerie Dominguez,259.7,5,0,106.477
Valerie Dominguez,42.95,1,0,1.2885
Valerie Dominguez,1399.93,7,0,601.9699
Valerie Dominguez,503.96,4,0,125.99
Jeremy Lonsdale,12.72,3,0,6.36
Jeremy Lonsdale,11.52,4,0,5.6448
Dionis Lloyd,316,4,0,31.6
Meg O'Connel,723.92,4,0,188.2192
Meg O'Connel,106.32,3,0,49.9704
Ben Peterman,141.372,2,0.3,-14.1372
Michael Stewart,27.216,3,0.2,9.8658
Susan Vittorini,390.75,5,0,171.93
Becky Castell,280.792,1,0.2,35.099
Becky Castell,68.448,4,0.2,7.7004
Becky Castell,88.04,5,0.2,6.603
Becky Castell,15.872,1,0.2,1.984
Becky Castell,215.592,3,0.2,-48.5082
Elizabeth Moffitt,14.62,2,0,6.8714
Elizabeth Moffitt,416.32,2,0,112.4064
Elizabeth Moffitt,43,5,0,20.21
Elizabeth Moffitt,182.94,3,0,27.441
Elizabeth Moffitt,60.83,7,0,30.415
Elizabeth Moffitt,389.97,3,0,132.5898
Bradley Drucker,194.32,4,0,56.3528
Helen Wasserman,265.93,7,0,63.8232
Karen Carlisle,94.74,3,0,44.5278
Karen Carlisle,60.64,4,0,27.8944
Karen Carlisle,76.3,5,0,38.15
Karen Carlisle,364.8,12,0,167.808
Brendan Murry,79.872,3,0.2,29.952
Brendan Murry,46.384,1,0.2,1.1596
Brendan Murry,12.96,2,0,6.2208
Kristina Nunn,14.352,3,0.2,5.2026
Justin Deggeller,547.136,4,0.2,-68.392
Laura Armstrong,41.96,2,0,2.9372
Laura Armstrong,41.7,5,0,20.85
Robert Waldorf,277.4,5,0,133.152
Robert Waldorf,5.78,1,0,2.8322
Kelly Williams,69.216,6,0.2,11.2476
Chris Cortes,10.86,3,0,5.1042
Chris Cortes,426.79,7,0,123.7691
Rick Hansen,25.92,4,0,12.4416
Rick Hansen,45.92,4,0,22.5008
Jim Karlsson,10.72,2,0.2,1.742
Debra Catini,41.86,7,0,10.465
Gary Mitchum,63.2,5,0,23.384
Gary Mitchum,113.97,3,0,27.3528
Carl Ludwig,123.552,3,0.2,-29.3436
Paul Van Hugh,490.32,9,0,137.2896
Liz Thompson,70.08,5,0.2,24.528
Liz Thompson,1.272,2,0.8,-2.1624
Liz Thompson,557.585,5,0.3,0
Alice McCarthy,9.024,6,0.2,3.1584
Alice McCarthy,69.456,2,0.2,22.5732
Alice McCarthy,10.86,2,0,5.3214
Alice McCarthy,79.47,3,0,22.2516
Alice McCarthy,10.08,6,0,5.04
Scott Cohen,1552.831,7,0.15,200.9546
Scott Cohen,137.24,5,0.2,46.3185
Scott Cohen,36.51,1,0,15.6993
Scott Cohen,239.976,3,0.2,80.9919
Christine Phan,1579.746,7,0.4,-447.5947
Christine Phan,1071.576,4,0.4,-553.6476
Christine Phan,613.908,3,0.4,-122.7816
Christine Phan,34.86,7,0,16.3842
Christine Phan,155.04,4,0,75.9696
Roy Französisch,13.71,5,0.7,-10.054
Adam Bellavance,127.88,2,0,40.9216
Adam Bellavance,160.32,2,0,44.8896
Adam Bellavance,46,4,0,20.7
Erica Hackney,120.712,1,0.2,-18.1068
Michael Nguyen,23.12,4,0,11.3288
Kelly Lampkin,532.704,6,0.2,-26.6352
Kelly Lampkin,4.912,2,0.2,0.307
Michael Paige,252,4,0,93.24
Barry Französisch,60.288,8,0.6,-27.1296
Barry Französisch,2.632,1,0.2,0.8225
Barry Französisch,23.688,9,0.2,7.6986
Barry Französisch,253.372,2,0.3,-14.4784
Theone Pippenger,5.67,3,0,0.1134
Maxwell Schwartz,76.776,4,0.7,-58.8616
Maxwell Schwartz,9.184,2,0.2,1.148
Katherine Murray,32.75,5,0,15.065
Brad Eason,7.216,2,0.2,1.7138
Brad Eason,49.568,2,0.2,15.49
Brad Eason,54.712,7,0.2,11.6263
Christina VanderZanden,176.04,4,0,45.7704
Christina VanderZanden,16.02,9,0,4.4856
Christina VanderZanden,185.92,4,0.2,62.748
Christina VanderZanden,211.168,4,0.2,15.8376
Christina VanderZanden,479.984,2,0.2,59.998
Dennis Kane,7.86,2,0,3.6156
Dennis Kane,24.448,2,0.2,8.8624
Speros Goranitis,6.48,1,0,3.1104
Speros Goranitis,41.86,7,0,20.5114
Speros Goranitis,1619.91,9,0,97.1946
Speros Goranitis,113.92,4,0,42.1504
Christine Sundaresam,39.68,2,0,10.3168
Patrick Jones,37.6,2,0,2.256
Patrick Jones,59.9,2,0,23.96
Patrick Jones,37,5,0,16.65
Nora Preis,5.76,2,0,2.8224
Nora Preis,16.68,6,0,4.3368
Sean Braxton,628.81,7,0,12.5762
Sean Braxton,56.45,5,0,14.677
Adam Shillingsburg,94.2,6,0,23.55
Adam Shillingsburg,28.4,5,0,13.348
Harry Marie,956.6648,7,0.32,-225.0976
Mike Gockenbach,1115.91,9,0,200.8638
Mike Gockenbach,128.744,7,0.2,-28.9674
Mike Gockenbach,79.92,10,0.2,26.973
Tamara Manning,24.2,5,0,7.986
Tamara Manning,359.976,3,0.2,130.4913
Bill Eplett,211.84,8,0,76.2624
Ann Steele,5.68,2,0.2,1.917
Eleni McCrary,7.52,5,0.2,2.632
Joseph Airdo,11.96,2,0,5.8604
Joseph Airdo,629.064,3,0.2,31.4532
Troy Blackwell,754.45,5,0,60.356
Paul Prost,301.96,2,0,60.392
Michelle Lonsdale,595,5,0,95.2
Michelle Lonsdale,79.872,3,0.2,29.952
Linda Cazamias,2396.4,10,0.2,179.73
Matt Collister,63.56,2,0,3.178
Matt Collister,99.99,1,0,43.9956
Clay Rozendal,230.376,3,0.2,-48.9549
Clay Rozendal,9.664,2,0.2,3.2616
Susan Vittorini,158.928,7,0.2,41.7186
Susan Vittorini,13.023,1,0.7,-10.4184
Susan Vittorini,273.06,2,0.4,-104.673
Susan Vittorini,39.312,13,0.2,12.7764
Mary Zewe,1.344,4,0.8,-2.1504
Mary Zewe,8.272,4,0.8,-13.6488
Mary Zewe,12.544,7,0.6,-9.0944
Ross Baird,58.48,8,0,27.4856
Harry Marie,7.4,2,0,3.034
Annie Zypern,366.786,7,0.1,65.2064
Jonathan Howell,54.368,4,0.2,4.0776
Patrick Jones,33.96,2,0,16.98
Patrick Jones,826.11,3,0,322.1829
Christina Anderson,545.85,9,0,114.6285
Pierre Wener,145.98,2,0.5,-99.2664
Pierre Wener,35.808,4,0.2,12.5328
Shaun Weien,7.904,2,0.2,2.1736
Art Ferguson,345,5,0,86.25
Art Ferguson,174.286,2,0.3,-19.9184
Art Ferguson,662.84,4,0,172.3384
Art Ferguson,95.1,5,0,30.432
Art Ferguson,26.88,6,0,12.9024
Art Ferguson,257.98,2,0,74.8142
Anne McFarland,17.48,2,0,8.2156
Bill Donatelli,492.835,5,0.3,-14.081
Christopher Martinez,269.49,3,0,5.3898
Christopher Schild,29.12,5,0.2,9.828
Denny Blanton,18.75,5,0,9
Denny Blanton,119.7,6,0,31.122
Denny Blanton,9.144,3,0.2,3.0861
Denny Blanton,57.06,3,0,18.2592
Denny Blanton,71.6,8,0,13.604
Denny Blanton,107.44,8,0,27.9344
Denny Blanton,7.31,1,0,3.4357
Denny Blanton,59.1,6,0,22.458
Denny Blanton,46.53,3,0,12.0978
James Galang,97.84,2,0,25.4384
Shahid Collister,29.97,3,0,13.4865
Shahid Collister,98.352,3,0.2,34.4232
Chuck Sachs,83.92,5,0.2,29.372
Chuck Sachs,14.624,2,0.2,5.1184
Chuck Sachs,136.99,1,0,36.9873
Chuck Sachs,3.15,1,0,1.512
Mike Kennedy,9.11,1,0,4.0995
Mike Kennedy,571.44,4,0,165.7176
Mike Kennedy,32.4,5,0,15.552
Mike Kennedy,16.91,1,0,4.5657
Carlos Meador,14.272,8,0.2,4.2816
Carlos Meador,451.136,4,0.2,-67.6704
Carlos Meador,64.864,4,0.2,6.4864
Phillip Flathmann,217.584,2,0.2,-29.9178
Phillip Flathmann,82.95,5,0,29.0325
Phillip Flathmann,87.71,7,0,41.2237
Phillip Flathmann,1101.48,4,0,429.5772
Greg Maxwell,1322.352,3,0.2,-99.1764
Dan Campbell,5.46,3,0,1.4742
Frank Olsen,11.184,1,0.2,0.8388
Frank Olsen,153.584,2,0.2,-32.6366
Alan Hwang,1003.62,6,0,0
Kristina Nunn,35.168,4,0.2,11.4296
Kristina Nunn,1137.75,5,0,250.305
Kristina Nunn,99.68,5,0.2,32.396
Kristina Nunn,5.56,2,0,1.4456
Claudia Bergmann,85.52,2,0,22.2352
Claudia Bergmann,9.84,3,0,2.6568
Claudia Bergmann,20.04,3,0,9.6192
Tim Brockman,631.96,4,0,303.3408
Tim Brockman,23.92,4,0,10.764
Katherine Ducich,90.24,6,0,41.5104
John Murray,4548.81,7,0,1228.1787
Kean Thornton,300.93,5,0.3,-34.392
Kean Thornton,719.96,5,0.2,53.997
Sonia Cooley,647.84,8,0,32.392
Bryan Spruell,64.17,3,0,18.6093
Bryan Spruell,124.46,2,0,58.4962
Bill Tyler,9.584,1,0.2,3.3544
Dan Campbell,37.608,3,0.2,12.6927
Luke Schmidt,12.224,2,0.2,4.4312
Luke Schmidt,2.304,4,0.8,-3.5712
Luke Schmidt,9.36,4,0.8,-16.38
Ralph Ritter,7.38,2,0,3.4686
Ken Lonsdale,53.72,4,0,15.0416
Ken Lonsdale,8187.65,5,0,327.506
Ken Lonsdale,77.92,8,0,34.2848
Richard Bierner,32.784,4,0.8,-85.2384
Maribeth Yedwab,196.776,3,0.2,14.7582
Maribeth Yedwab,479.94,6,0,52.7934
Arthur Wiediger,1117.92,4,0,55.896
Kelly Williams,106.5,6,0,41.535
Daniel Byrd,45.66,5,0.7,-33.484
Brenda Bowman,95.968,4,0.2,1.1996
Brenda Bowman,47.992,2,0.3,-2.0568
Nora Preis,264.32,2,0.2,19.824
Peter Bühler,604.656,9,0.2,204.0714
Dorothy Wardle,129.93,3,0,12.993
Cynthia Delaney,20.16,7,0,9.8784
Cynthia Delaney,29.46,6,0,14.4354
Cynthia Delaney,868.59,3,0,251.8911
Cynthia Delaney,12.96,2,0,6.2208
Cynthia Delaney,5.5,1,0,1.375
Cynthia Delaney,121.6,4,0,55.936
Thomas Thornton,42.048,9,0.2,5.256
Thomas Thornton,25.488,2,0.2,4.4604
Thomas Thornton,6.9,3,0.8,-12.075
Thomas Thornton,9.648,6,0.8,-16.884
Thomas Thornton,7.968,2,0.2,2.8884
Daniel Byrd,10.368,2,0.2,3.6288
Don Jones,114.2,5,0,52.532
Don Jones,17.96,4,0,8.2616
Don Jones,12.67,7,0,4.5612
Don Jones,339.96,4,0,122.3856
Dionis Lloyd,1801.632,6,0.2,-337.806
Lori Olson,46.32,4,0,18.0648
Seth Vernon,181.986,2,0.3,-54.5958
Seth Vernon,431.976,4,0.4,-100.7944
Seth Vernon,155.37,1,0.4,-36.253
Eleni McCrary,1348.704,6,0.2,-219.1644
Eleni McCrary,700.152,3,0.2,78.7671
Ken Dana,111.888,7,0.2,22.3776
Nicole Brennan,143.952,3,0.2,14.3952
Anne Pryor,173.94,3,0,13.9152
Anne Pryor,14.76,4,0,6.9372
Joel Eaton,205.92,4,0,2.0592
Joel Eaton,102.833,1,0.15,-6.049
John Murray,2.304,1,0.2,0.2592
John Murray,1879.96,5,0.2,211.4955
John Murray,313.024,8,0.2,105.6456
John Murray,5.04,2,0.2,1.764
Adrian Barton,821.88,6,0,213.6888
Adrian Barton,21.96,2,0,10.7604
Parhena Norris,25.92,4,0,12.4416
John Castell,705.544,7,0.2,70.5544
Philip Fox,50,2,0,12
Bart Watters,51.712,8,0.6,-32.32
Ben Peterman,6.992,2,0.2,0.5244
Tamara Manning,1406.86,7,0,140.686
Tamara Manning,15.75,5,0,7.56
Tamara Manning,323.1,2,0,61.389
Maria Bertelson,9.216,4,0.2,3.3408
Maria Bertelson,10.368,2,0.2,3.6288
Harold Ryan,15.02,1,0,2.7036
Harold Ryan,33.82,2,0,9.1314
Brian Derr,71,4,0,27.69
Sarah Foster,25.12,5,0.2,7.85
Sarah Foster,2665.62,9,0,239.9058
Stefania Perrino,478.08,8,0,133.8624
Dan Reichenbach,164.388,2,0.4,-35.6174
Dan Reichenbach,13.248,4,0.2,3.6432
Valerie Mitchum,2.912,2,0.2,0.91
Chris McAfee,1399.944,7,0.2,52.4979
Sean Miller,526.45,5,0,31.587
Ruben Ausman,16.23,3,0,7.9527
Ruben Ausman,319.9,5,0,156.751
Ruben Ausman,11.36,2,0,5.3392
Ruben Ausman,675.12,3,0,290.3016
Shirley Daniels,62.82,3,0,30.7818
Shirley Daniels,489.92,8,0,0
Shirley Daniels,19.44,3,0,9.3312
Shirley Daniels,16.68,2,0,8.34
Shirley Daniels,155.35,13,0,0
Shirley Daniels,12.42,3,0,4.4712
Shirley Daniels,187.98,2,0,52.6344
Chris Selesnick,6.608,2,0.2,2.1476
Ralph Arnett,248.57,7,0,67.1139
Ralph Arnett,22.23,1,0,9.7812
Barry Franz,5.98,1,0,1.0166
Barry Franz,246.168,3,0.2,21.5397
Sanjit Engle,14.136,2,0.6,-7.7748
Sanjit Engle,601.47,3,0.5,-300.735
Roland Schwarz,79.1,2,0,39.55
Roland Schwarz,327.84,8,0,157.3632
Brian Moss,180.96,2,0,81.432
Brian Moss,914.97,3,0,411.7365
Brian Moss,587.97,3,0,158.7519
Brian Moss,530.34,2,0,95.4612
Brian Moss,14.94,3,0,7.3206
Sally Knutson,121.94,2,0,35.3626
Sally Knutson,122.71,7,0,36.813
Edward Nazzal,14.94,3,0,7.0218
Edward Nazzal,1349.85,3,0,364.4595
Edward Nazzal,136.784,1,0.2,5.1294
Edward Nazzal,61.12,4,0,20.7808
Kean Nguyen,1.167,1,0.7,-0.8558
Michael Granlund,16.99,1,0,4.9271
Matt Collister,24.672,3,0.2,0
Matt Collister,2.52,1,0.2,0.882
Matt Collister,1218.735,5,0.3,-121.8735
Matt Collister,5.904,2,0.2,1.9926
Matt Collister,15.696,3,0.2,5.1012
Matt Collister,6.096,3,0.6,-3.9624
Bill Overfelt,41.568,2,0.2,2.598
Aleksandra Gannaway,230.28,3,0.2,23.028
Aleksandra Gannaway,18.288,6,0.2,5.715
Maribeth Schnelling,5.78,2,0,2.7166
Maribeth Schnelling,121.68,13,0.2,38.025
Jim Mitchum,4.17,3,0,1.0842
Jim Mitchum,67.04,4,0.2,6.704
Jim Mitchum,37.32,3,0,10.4496
Jim Mitchum,18.45,5,0,8.6715
Matthew Clasen,25.92,4,0,12.4416
Tom Ashbrook,11199.968,4,0.2,3919.9888
Tom Ashbrook,2399.6,8,0,647.892
Tom Ashbrook,63.9,5,0,28.755
Tom Ashbrook,52.99,1,0,0.5299
Sean Braxton,60.864,4,0.2,9.1296
Sean Braxton,652.995,7,0.7,-935.9595
Sean Braxton,11.22,10,0.7,-7.48
Aimee Bixby,14.94,3,0,7.0218
Jason Fortune-,39.96,2,0,17.1828
Jason Fortune-,42.624,2,0.2,4.2624
Jason Fortune-,220.96,1,0.2,24.858
Barbara Fisher,4.928,2,0.2,0.7392
Barbara Fisher,7.23,5,0.7,-5.784
Tim Taslimi,323.1,2,0,61.389
Sarah Bern,19.04,4,0,9.3296
Sarah Bern,13.128,3,0.2,4.2666
Sarah Bern,64.14,3,0,16.6764
Sarah Bern,858.24,4,0.1,143.04
Liz MacKendrick,29.99,1,0,2.999
Kelly Andreada,186.048,6,0.2,67.4424
Ben Ferrer,36.792,1,0.2,4.1391
Ben Ferrer,18.624,8,0.2,6.2856
Tom Boeckenhauer,57.69,3,0,23.6529
Tom Boeckenhauer,42.81,3,0,20.1207
Tom Boeckenhauer,12.96,2,0,6.2208
Tom Boeckenhauer,821.88,6,0,213.6888
Tom Boeckenhauer,104.85,3,0,28.3095
Sally Hughsby,424.9575,5,0.15,19.998
Alan Schoenberger,10.776,3,0.2,3.5022
Alan Schoenberger,11.784,3,0.2,4.2717
Alan Schoenberger,164.88,3,0,80.7912
Alan Schoenberger,1292.94,3,0,77.5764
Alan Schoenberger,25.584,2,0.2,8.9544
Alan Schoenberger,261.74,2,0,65.435
Alan Schoenberger,14.4,5,0,7.056
Pete Kriz,10.86,3,0,5.1042
Harold Ryan,883.84,4,0.2,99.432
Deirdre Greer,1979.89,11,0,494.9725
Deirdre Greer,79.96,2,0,35.982
Craig Leslie,8.76,2,0,4.2048
Herbert Flentye,3.984,1,0.2,1.2948
Herbert Flentye,370.62,3,0.4,-142.071
Herbert Flentye,2.742,2,0.7,-2.0108
Hunter Glantz,79.512,3,0.2,20.8719
Hunter Glantz,28.352,1,0.2,9.5688
Nancy Lomonaco,40.784,1,0.2,4.5882
Nancy Lomonaco,105.96,4,0,29.6688
Rick Reed,166.44,3,0,79.8912
Rick Reed,785.88,6,0,212.1876
Rick Reed,26.2,2,0,12.838
Rick Reed,1325.85,5,0,238.653
Toby Carlisle,166.44,3,0,79.8912
Doug Bickford,8.76,5,0.2,0.7665
Doug Bickford,43.584,1,0.2,4.3584
Stewart Visinsky,11.088,7,0.7,-8.1312
Stewart Visinsky,25.164,2,0.7,-16.776
Mick Hernandez,14.4,5,0,7.056
Mick Hernandez,619.95,5,0,111.591
Mick Hernandez,89.52,4,0,42.0744
Mick Hernandez,350.973,3,0.1,152.0883
Mick Hernandez,164.99,1,0,49.497
Carol Triggs,312.552,9,0.2,101.5794
Karl Braun,95.952,3,0.2,29.985
Karl Braun,3.204,2,0.7,-2.4564
Ralph Arnett,3.98,5,0.8,-6.567
Yoseph Carroll,15.7,5,0,7.065
Russell Applegate,5.248,4,0.2,1.64
Charles McCrossin,5.346,3,0.7,-4.455
Chad Sievert,15.48,3,0.2,5.6115
Chad Sievert,108.576,3,0.2,8.1432
Anthony Johnson,109.9,5,0,37.366
Dan Lawera,15.384,1,0.2,4.0383
Bobby Elias,30.352,2,0.2,10.6232
Sean Miller,821.3,4,0.5,-16.426
Sean Miller,22638.48,6,0.5,-1811.0784
Sean Miller,21.376,4,0.2,7.4816
Sean Miller,8.016,3,0.2,1.002
Sean Miller,30.768,2,0.2,8.0766
Sean Miller,18.936,3,0.2,5.9175
Sean Miller,122.352,3,0.2,15.294
Resi Pölking,116.28,3,0,56.9772
Joy Daniels,132.6,6,0,17.238
Alejandro Ballentine,16.68,2,0,4.3368
Alejandro Ballentine,19.44,3,0,9.3312
Alejandro Ballentine,192.16,4,0,92.2368
Charles Crestani,227.36,7,0,81.8496
Charles Crestani,1919.976,3,0.2,215.9973
Gary Hwang,12.828,2,0.7,-8.9796
Cathy Prescott,45.888,4,0.2,9.1776
Gary McGarr,60.12,9,0,22.2444
Lena Creighton,302.376,3,0.2,37.797
Beth Thompson,13.9,5,0,5.56
Cathy Prescott,129.98,2,0,62.3904
Steve Carroll,71.98,2,0,15.1158
Dennis Kane,377.97,3,0,109.6113
Sanjit Engle,124.36,2,0,33.5772
Luke Foster,23.976,3,0.6,-14.3856
Odella Nelson,8.376,3,0.2,2.7222
Odella Nelson,58.24,5,0.2,5.096
Tom Boeckenhauer,81.2,5,0,12.18
David Flashing,14.45,5,0,6.7915
David Flashing,95.648,2,0.2,31.0856
Emily Phan,359.97,5,0.4,-71.994
Emily Phan,350.352,4,0.4,-140.1408
Sally Knutson,1.641,1,0.7,-1.3128
Sally Knutson,629.958,7,0.4,94.4937
Fred Harton,6.63,3,0,1.7901
Fred Harton,799.96,4,0,343.9828
Fred Harton,107.53,1,0,21.506
Eric Hoffmann,73.98,2,0,19.9746
Eric Hoffmann,5.58,1,0,2.1762
Joe Elijah,49.12,4,0,23.0864
Ken Lonsdale,377.97,3,0,94.4925
Ken Lonsdale,42.28,7,0,19.8716
Ken Lonsdale,299.97,3,0,56.9943
Ken Lonsdale,89.98,2,0,43.1904
Edward Becker,477.24,4,0,9.5448
Edward Becker,25.98,2,0,1.5588
Bruce Degenhardt,46.72,5,0.2,17.52
MaryBeth Skach,35.34,2,0,13.4292
Stewart Carmichael,257.64,6,0,100.4796
Stewart Carmichael,125.976,3,0.2,47.241
Fred McMath,79.992,1,0.2,21.9978
Kean Thornton,700.056,3,0.3,-130.0104
Anne Pryor,27.168,4,0.2,-1.3584
Ritsa Hightower,8.226,3,0.7,-6.0324
Carlos Soltero,585.552,3,0.2,73.194
Tamara Manning,423.28,11,0,110.0528
Herbert Flentye,225.296,2,0.2,22.5296
George Ashbrook,5.56,2,0,2.224
George Ashbrook,323.37,3,0,129.348
George Ashbrook,783.96,5,0.2,68.5965
George Ashbrook,1447.65,5,0,419.8185
George Ashbrook,11.96,2,0,5.8604
